"Date(UTC)","Market","Type","Price","Amount","Total","Fee","Fee Coin"
"2018-07-04 09:21:50","BNBETH","BUY","0.02988","5.55","0.16583400","0.00555","BNB"
"2018-07-03 19:24:59","LTCBNB","SELL","6.14","0.17304","1.06246560","0.00106247","BNB"
"2018-07-03 19:17:34","LTCBNB","SELL","6.14","0.57996","3.56095440","0.00356095","BNB"
"2018-07-03 19:16:53","BNBBTC","BUY","0.0021465","7.06","0.01515429","0.00706","BNB"
"2018-07-03 10:17:16","BNBETH","SELL","0.030551","5.56","0.16986356","0.00016986","ETH"
"2018-07-03 04:36:12","XRPBNB","SELL","0.03509","259.75","9.11462750","0.00911463","BNB"
"2018-07-03 03:46:19","LTCBNB","SELL","6.02","0.18471","1.11195420","0.00111195","BNB"
"2018-07-03 03:45:07","XRPBNB","SELL","0.03474","43.91","1.52543340","0.00152543","BNB"
"2018-07-03 03:45:03","XRPBNB","SELL","0.03474","92.04","3.19746960","0.00319747","BNB"
"2018-07-03 03:44:58","XRPBNB","SELL","0.03474","111.43","3.87107820","0.00387108","BNB"
"2018-07-03 03:44:54","LTCBNB","SELL","6.02","0.1675","1.00835000","0.00100835","BNB"
"2018-07-03 03:44:54","EOSBNB","SELL","0.644","7.58","4.88152000","0.00488152","BNB"
"2018-07-03 03:44:13","LTCBNB","SELL","6.02","0.2","1.20400000","0.001204","BNB"
"2018-07-03 03:44:03","LTCBNB","SELL","6.02","0.16479","0.99203580","0.00099204","BNB"
"2018-07-03 03:33:47","XRPBNB","SELL","0.03439","2.09","0.07187510","0.00007188","BNB"
"2018-07-03 03:25:03","XRPBNB","SELL","0.03439","29.37","1.01003430","0.00101003","BNB"
"2018-07-03 03:25:02","XRPBNB","SELL","0.03439","204.14","7.02037460","0.00702037","BNB"
"2018-07-03 03:11:39","XRPBNB","SELL","0.03403","224.38","7.63565140","0.00763565","BNB"
"2018-07-03 02:55:08","EOSBNB","SELL","0.6315","7.22","4.55943000","0.00455943","BNB"
"2018-07-03 02:33:58","ZECETH","SELL","0.4029","0.491","0.19782390","0.00019782","ETH"
"2018-07-02 19:17:29","XRPBNB","SELL","0.03368","93.34","3.14369120","0.00314369","BNB"
"2018-07-02 19:17:08","XRPBNB","SELL","0.03368","82","2.76176000","0.00276176","BNB"
"2018-07-02 19:17:01","XRPBNB","SELL","0.03368","9.57","0.32231760","0.00032232","BNB"
"2018-07-02 19:17:01","XRPBNB","SELL","0.03368","9.57","0.32231760","0.00032232","BNB"
"2018-07-02 19:17:01","XRPBNB","SELL","0.03368","9.63","0.32433840","0.00032434","BNB"
"2018-07-02 19:17:01","XRPBNB","SELL","0.03368","9.59","0.32299120","0.00032299","BNB"
"2018-07-02 14:06:54","EOSBNB","SELL","0.619","4.88","3.02072000","0.00302072","BNB"
"2018-07-02 14:06:53","EOSBNB","SELL","0.619","2","1.23800000","0.001238","BNB"
